FLIGHT_COUNT,SUM_YR_1,LAST_TO_END
13,2102.0,36
7,700.0,81
11,768.0,2
10,984.0,207
6,2184.0,21
9,2954.0,266
6,6244.0,403
11,4241.0,258
6,0.0,165
6,1786.0,6
3,0.0,3
3,2040.0,190
11,5583.0,242
8,1632.0,42
5,0.0,13
5,1180.0,165
5,3332.0,74
6,0.0,42
4,4505.0,72
6,5081.0,342
4,4318.0,426
5,4467.0,123
8,2760.0,163
8,3470.0,231
14,1207.0,82
8,3062.0,103
6,4028.0,241
14,4143.0,95
6,2959.0,71
7,819.0,161
8,4482.0,102
6,1210.0,84
12,0.0,17
7,3525.0,246
3,4210.0,643
8,0.0,65
4,0.0,93
5,5227.0,50
8,3262.0,10
6,1609.0,272
7,5552.0,277
12,1423.0,17
11,3012.0,14
5,2683.0,74
6,0.0,4
4,0.0,112
7,1222.0,19
5,0.0,3
7,4076.0,281
8,3118.0,83
10,2599.0,122
8,5745.0,28
6,3670.0,181
10,1162.0,17
11,2380.0,149
8,0.0,263
5,3690.0,88
8,7160.0,518
14,2265.0,151
5,4845.0,89
8,1944.0,41
5,810.0,88
3,4459.0,34
7,2538.0,112
7,5664.0,265
8,1224.0,309
9,4350.0,146
3,5112.0,388
4,5112.0,398
10,2425.0,278
9,0.0,20
6,2986.0,179
10,3040.0,14
8,756.0,14
8,1302.0,82
12,2954.0,130
5,6315.0,391
10,2268.0,18
4,4702.0,374
11,3700.0,5
8,710.0,58
7,2543.0,149
8,0.0,28
12,5900.0,204
9,2045.0,2
11,2150.0,127
5,2410.0,21
8,2982.0,169
12,756.0,22
9,0.0,10
9,2738.0,277
10,4944.0,264
7,4637.0,99
6,3424.0,167
6,0.0,75
10,2036.0,39
7,1300.0,2
6,3034.0,247
10,2374.0,4
6,3448.0,194
5,1309.0,76
12,2710.0,57
5,2145.0,187
8,1077.0,16
17,1205.0,7
6,1020.0,16
10,1774.0,15
6,2964.0,44
6,2210.0,333
3,2715.0,123
8,5910.0,186
5,6117.0,407
5,6570.0,557
10,2263.0,43
8,0.0,127
7,1576.0,148
6,1195.0,197
6,1045.0,120
6,3399.0,115
8,4801.0,74
8,4685.0,149
7,3510.0,69
11,2943.0,121
8,3050.0,153
11,0.0,115
11,2944.0,224
6,800.0,38
4,6162.0,584
9,3456.0,164
13,2979.0,18
13,4614.0,98
6,5079.0,241
8,2857.0,421
5,1698.0,118
8,2207.0,75
4,2074.0,110
14,373.0,9
22,2028.0,77
7,4746.0,248
8,2016.0,71
7,3691.0,121
6,2891.0,120
8,3940.0,147
8,2768.0,111
5,5544.0,304
4,3804.0,206
5,2412.0,6
10,2801.0,80
7,3901.0,5
9,2947.0,32
11,728.0,39
6,3580.0,15
12,6900.0,285
9,0.0,1
8,1680.0,68
9,3572.0,238
9,875.0,30
6,1778.0,22
7,2048.0,307
6,660.0,42
6,6228.0,508
3,0.0,126
8,4115.0,72
7,0.0,176
7,5372.0,296
4,3811.0,145
6,3542.0,185
6,4004.0,194
7,1845.0,20
12,5490.0,230
6,1664.0,5
10,804.0,36
12,6606.0,506
7,980.0,315
6,3215.0,103
3,5460.0,701
6,3702.0,292
8,2523.0,148
2,16726.0,487
12,3386.0,6
11,5711.0,295
3,0.0,92
4,0.0,46
6,1795.0,87
7,1810.0,140
7,4097.0,492
4,4176.0,407
9,2514.0,13
14,0.0,18
5,6197.0,620
7,2620.0,9
8,6700.0,517
3,4168.0,468
4,1210.0,241
9,1104.0,102
12,0.0,12
8,4266.0,41
7,2930.0,235
5,2210.0,158
9,3753.0,13
6,1500.0,63
8,4581.0,257
6,5777.0,426
4,3400.0,200
6,1431.0,181
7,660.0,5
15,6844.0,462
5,6200.0,49
5,0.0,67
4,1328.0,75
3,0.0,58
6,2932.0,339
7,0.0,197
7,4800.0,309
3,2300.0,165
7,1085.0,129
9,3154.0,98
3,4288.0,368
7,0.0,249
7,4365.0,117
2,0.0,264
3,5348.0,611
5,2310.0,132
7,5690.0,296
7,3651.0,358
11,5893.0,178
2,6150.0,545
5,5776.0,480
4,3150.0,1
5,5776.0,536
5,1928.0,256
7,1050.0,302
4,1754.0,92
8,1570.0,126
8,511.0,189
7,5017.0,226
10,648.0,122
8,2255.0,24
9,2321.0,58
7,0.0,11
11,0.0,38
6,3250.0,199
5,6119.0,479
7,1991.0,89
8,4310.0,313
9,4852.0,235
11,3793.0,192
10,4800.0,331
8,5760.0,205
7,5696.0,169
8,798.0,61
4,2050.0,262
7,2660.0,387
10,2410.0,8
11,6219.0,7
6,4746.0,233
9,2060.0,173
5,0.0,49
10,6974.0,419
9,3744.0,180
9,4800.0,295
10,2078.0,76
8,5120.0,230
11,2433.0,167
5,0.0,78
10,2950.0,383
8,3881.0,1
5,2800.0,78
9,2212.0,162
15,3552.0,81
6,4736.0,177
10,3734.0,401
7,3802.0,27
8,1470.0,47
13,2815.0,82
10,0.0,6
8,5320.0,114
22,4863.0,25
13,594.0,234
2,0.0,149
6,5437.0,331
4,0.0,63
4,0.0,26
5,3780.0,35
5,7602.0,643
7,2210.0,61
11,4825.0,211
8,3910.0,96
11,6192.0,154
14,5407.0,88
7,0.0,56
7,1497.0,72
4,6356.0,445
8,6235.0,319
4,0.0,165
8,2339.0,237
6,5239.0,436
10,6078.0,273
7,2387.0,254
8,4512.0,46
4,0.0,125
7,6576.0,330
3,1700.0,129
3,1928.0,18
6,968.0,251
8,9352.0,316
3,4100.0,398
4,3060.0,210
5,0.0,99
5,0.0,44
7,5014.0,7
9,5125.0,57
2,5260.0,589
6,6408.0,380
6,1464.0,4
4,2250.0,102
5,2625.0,167
6,3849.0,145
7,0.0,137
8,2979.0,76
10,2992.0,8
7,5547.0,210
6,1179.0,4
5,5228.0,181
8,910.0,3
3,0.0,226
10,1400.0,74
10,4054.0,584
7,4507.0,284
4,6070.0,391
8,2712.0,126
9,3033.0,132
6,790.0,13
8,1728.0,53
5,5640.0,340
6,730.0,170
8,0.0,36
8,800.0,223
9,580.0,5
5,4260.0,300
9,0.0,19
7,5595.0,331
4,2404.0,138
5,5920.0,566
7,6220.0,423
14,5180.0,89
10,3409.0,37
3,0.0,149
7,5617.0,177
9,3753.0,216
5,3540.0,600
10,0.0,112
7,2100.0,122
6,4285.0,263
6,4068.0,1
6,651.0,194
4,0.0,104
13,0.0,18
6,5525.0,348
7,1125.0,28
6,1280.0,171
10,2496.0,201
4,4023.0,278
10,550.0,60
4,0.0,11
7,0.0,6
9,1248.0,6
12,0.0,16
8,3245.0,80
7,4873.0,72
5,0.0,103
7,2100.0,135
8,1306.0,81
7,2301.0,45
8,1692.0,145
7,4526.0,290
10,1308.0,121
7,2244.0,22
9,5585.0,261
6,4034.0,24
8,2754.0,183
7,3009.0,64
2,0.0,346
7,0.0,4
9,5174.0,316
9,0.0,20
8,1983.0,154
13,2825.0,12
6,1965.0,32
6,5328.0,130
7,1920.0,95
12,4680.0,132
8,5283.0,331
9,5921.0,266
9,3085.0,106
6,5085.0,186
8,990.0,262
6,3287.0,160
4,2771.0,399
6,2637.0,123
7,1838.0,47
7,4431.0,594
8,2665.0,248
4,4500.0,628
10,595.0,126
6,3767.0,400
12,840.0,102
9,750.0,28
15,0.0,7
10,0.0,176
6,5935.0,529
4,1988.0,174
7,3710.0,77
7,2844.0,212
2,8654.0,427
14,3889.0,2
5,3751.0,248
14,6610.0,77
4,4197.0,346
13,2499.0,120
11,6786.0,237
3,2175.0,84
9,1323.0,25
6,2940.0,530
6,2490.0,113
6,4673.0,107
10,2210.0,18
5,2310.0,82
7,3451.0,49
6,1922.0,113
10,2890.0,177
10,4221.0,107
4,1190.0,266
7,0.0,10
7,1728.0,159
8,2312.0,117
7,1648.0,187
8,6238.0,174
7,720.0,46
2,3465.0,328
10,0.0,21
3,0.0,109
12,3537.0,1
4,4084.0,583
6,1497.0,97
3,0.0,93
5,4339.0,182
4,6475.0,534
2,0.0,253
7,3151.0,343
5,5927.0,454
6,0.0,95
8,5877.0,654
5,4933.0,636
8,4127.0,100
4,0.0,31
5,2880.0,327
9,3095.0,9
7,2673.0,326
9,0.0,24
7,1654.0,6
7,0.0,76
4,0.0,80
6,2052.0,196
4,0.0,15
11,5506.0,286
4,4064.0,229
8,768.0,46
9,6782.0,413
5,3495.0,212
2,4165.0,647
6,5332.0,471
9,6700.0,344
9,3956.0,51
9,4880.0,39
7,4667.0,288
9,3002.0,162
10,0.0,15
4,5583.0,501
8,2888.0,21
7,2283.0,2
5,660.0,213
9,2760.0,141
7,1838.0,6
3,0.0,146
5,2870.0,144
13,1464.0,36
6,425.0,18
10,2747.0,87
11,4228.0,25
14,2558.0,2
9,5245.0,347
11,4877.0,194
8,2400.0,69
9,2365.0,172
11,3316.0,173
3,0.0,32
3,0.0,32
8,1298.0,73
3,1430.0,225
6,2696.0,23
5,3370.0,344
4,0.0,13
20,10270.0,8
7,3778.0,110
7,2754.0,44
9,979.0,15
4,5510.0,274
4,0.0,29
11,6000.0,266
12,4245.0,44
6,2858.0,129
8,1782.0,31
8,6426.0,470
12,3172.0,35
10,0.0,245
10,2848.0,9
6,2516.0,30
4,2410.0,229
12,2854.0,58
6,1180.0,123
10,2826.0,55
10,3353.0,18
6,2024.0,38
5,5613.0,531
8,4987.0,197
6,0.0,14
6,4246.0,47
7,1017.0,124
9,3649.0,79
7,2076.0,129
5,2800.0,375
5,3767.0,296
7,2553.0,28
10,4347.0,168
4,1400.0,331
8,1895.0,141
2,4200.0,160
6,3627.0,294
6,5890.0,367
6,1420.0,18
6,1360.0,50
10,2497.0,117
7,0.0,141
8,1392.0,89
6,4547.0,48
6,0.0,105
12,2175.0,297
6,896.0,73
9,7061.0,438
7,3965.0,508
10,6723.0,471
10,2052.0,64
8,3268.0,152
6,6092.0,368
4,5000.0,616
4,3390.0,253
6,1181.0,297
7,1930.0,118
4,4435.0,371
8,3695.0,329
10,3672.0,24
5,3400.0,5
6,4245.0,229
6,0.0,43
12,4935.0,162
8,6647.0,359
5,1700.0,36
8,2476.0,12
10,1004.0,25
5,1384.0,93
6,1602.0,256
6,4795.0,322
7,2100.0,264
9,934.0,161
9,0.0,63
5,0.0,38
5,2560.0,20
8,0.0,176
4,3645.0,4
7,0.0,64
13,3821.0,115
3,5340.0,343
8,1189.0,26
9,0.0,2
5,0.0,269
9,4380.0,1
8,3823.0,167
5,0.0,32
9,4731.0,247
9,3094.0,229
7,1613.0,192
8,4217.0,190
4,3804.0,287
10,3951.0,135
3,0.0,114
6,975.0,104
7,640.0,51
7,0.0,89
8,2670.0,10
9,5820.0,355
12,5413.0,71
4,0.0,115
11,1730.0,3
5,2820.0,67
8,1480.0,45
11,2346.0,6
9,2302.0,6
13,4169.0,23
2,4970.0,436
5,4229.0,466
7,6117.0,516
9,4102.0,206
5,0.0,23
6,5182.0,274
6,700.0,50
5,0.0,37
21,7446.0,4
5,4076.0,34
5,5271.0,342
4,6555.0,566
8,3290.0,158
7,5792.0,240
5,4013.0,95
7,2958.0,22
4,0.0,125
7,2652.0,214
8,2954.0,207
11,402.0,17
6,950.0,90
8,3357.0,11
4,3686.0,120
5,1280.0,70
9,2891.0,50
9,4148.0,141
7,2588.0,235
7,3714.0,616
5,2625.0,45
8,1428.0,43
8,2244.0,129
9,3958.0,371
7,5396.0,352
8,4802.0,331
4,3662.0,149
8,1510.0,25
7,458.0,45
7,425.0,25
3,1260.0,96
5,3920.0,111
5,0.0,14
4,1650.0,138
10,4151.0,263
7,2915.0,86
5,0.0,110
7,6308.0,436
4,2272.0,179
7,3444.0,86
4,5146.0,644
5,0.0,69
5,3604.0,77
5,1350.0,151
10,3168.0,184
4,5348.0,94
4,1380.0,125
11,5146.0,174
12,2472.0,85
7,5944.0,404
8,0.0,79
5,1415.0,244
12,4771.0,94
9,7152.0,567
9,3348.0,27
6,4794.0,348
13,0.0,42
10,4992.0,5
7,1024.0,291
8,1829.0,1
10,5136.0,87
8,2233.0,190
6,2525.0,71
9,1870.0,38
9,2074.0,43
11,2681.0,95
7,0.0,142
7,0.0,7
10,3733.0,275
3,6280.0,393
13,2625.0,1
5,2040.0,182
6,950.0,101
10,2524.0,57
9,1296.0,118
4,3868.0,28
6,2440.0,112
7,2130.0,190
9,3125.0,10
8,2350.0,94
4,6270.0,447
8,3553.0,1
6,3196.0,4
8,4040.0,38
12,1773.0,232
8,6327.0,298
6,0.0,1
5,1573.0,228
10,3905.0,62
5,5759.0,425
6,4830.0,181
8,3959.0,210
4,0.0,42
10,2216.0,261
8,0.0,31
9,1967.0,104
9,3450.0,155
6,0.0,49
5,433.0,249
9,2112.0,274
3,5664.0,661
4,2539.0,5
3,0.0,34
9,1824.0,6
12,350.0,34
7,4066.0,44
7,0.0,10
6,2277.0,192
4,1538.0,6
7,1620.0,166
10,0.0,6
9,4154.0,121
8,4636.0,196
6,4190.0,113
14,3740.0,8
12,3746.0,36
5,1687.0,77
9,3122.0,252
10,4226.0,125
6,0.0,35
7,2815.0,7
4,1238.0,190
9,4140.0,165
9,5105.0,298
7,2070.0,105
6,0.0,18
12,5691.0,112
10,1575.0,123
8,3969.0,673
9,2116.0,66
5,4338.0,569
8,2092.0,29
6,6097.0,628
10,560.0,128
5,4932.0,358
4,0.0,131
5,2721.0,612
6,4800.0,366
8,3358.0,1
2,4065.0,418
11,3468.0,96
5,2700.0,155
10,3070.0,107
8,730.0,32
8,0.0,80
6,960.0,216
7,3150.0,208
20,6161.0,163
7,0.0,20
9,4677.0,4
10,6000.0,159
10,6346.0,383
7,2738.0,11
11,5565.0,112
10,1494.0,106
11,1333.0,85
6,6212.0,422
10,746.0,62
8,3325.0,123
5,6618.0,442
7,6553.0,385
8,6180.0,75
16,2861.0,11
15,6304.0,300
6,4813.0,173
2,4010.0,447
9,4303.0,265
7,810.0,242
4,4352.0,317
4,0.0,5
8,3488.0,280
7,5917.0,431
7,3328.0,44
7,5972.0,488
6,8360.0,379
7,3968.0,214
8,3050.0,124
5,4902.0,219
5,2304.0,277
12,9542.0,304
4,36602.0,326
6,3751.0,283
5,5566.0,558
10,1575.0,8
2,0.0,46
10,3259.0,57
5,5676.0,612
8,3913.0,281
4,0.0,134
6,2496.0,28
7,2726.0,117
9,3268.0,127
8,4217.0,120
3,0.0,65
8,4376.0,20
5,0.0,82
6,6110.0,70
3,3000.0,23
9,0.0,213
6,1956.0,265
11,4300.0,117
8,3640.0,141
8,0.0,30
5,5601.0,482
14,640.0,26
8,3076.0,56
8,976.0,86
6,4688.0,133
5,5794.0,575
7,5487.0,622
11,5180.0,64
8,1580.0,7
6,3560.0,161
4,4590.0,64
9,0.0,86
7,2304.0,57
8,3537.0,8
5,1230.0,112
5,2680.0,33
7,5752.0,510
12,2638.0,74
4,5003.0,564
8,2327.0,103
3,3080.0,73
14,2417.0,8
2,2812.0,157
9,2792.0,20
5,0.0,141
4,1446.0,75
3,5660.0,472
6,0.0,130
6,2712.0,43
13,1855.0,117
6,426.0,68
11,1362.0,40
4,4392.0,150
6,3205.0,10
13,2803.0,152
13,5670.0,24
11,880.0,109
5,0.0,207
9,0.0,11
11,3243.0,311
14,1882.0,6
6,1775.0,51
5,3642.0,122
9,2130.0,260
8,2640.0,30
3,0.0,168
5,6668.0,415
5,4837.0,40
6,1050.0,97
8,4266.0,127
4,0.0,178
6,4613.0,593
10,4619.0,125
6,768.0,191
5,0.0,32
6,3417.0,48
6,909.0,12
6,2295.0,17
4,1700.0,115
6,2980.0,57
6,4400.0,248
5,680.0,226
10,4837.0,21
6,0.0,107
9,0.0,4
3,2840.0,400
4,1640.0,175
6,1830.0,125
7,3723.0,106
10,3494.0,154
4,5212.0,591
8,3615.0,22
5,5946.0,551
4,4620.0,50
9,2528.0,33
6,4101.0,144
3,0.0,105
9,5060.0,354
7,1065.0,19
7,1955.0,128
4,0.0,203
5,3370.0,347
8,2854.0,31
4,4105.0,35
8,3325.0,290
7,2748.0,16
13,2513.0,135
17,1980.0,7
7,426.0,212
8,3240.0,24
7,2002.0,226
5,3355.0,260
4,0.0,62
6,5939.0,524
7,2030.0,142
8,1536.0,68
9,4117.0,235
6,3120.0,139
6,5367.0,239
6,1323.0,149
10,4936.0,151
7,1587.0,85
10,4621.0,256
9,2404.0,14
8,1970.0,128
11,6211.0,196
5,2890.0,5
10,292.0,12
12,0.0,30
8,1744.0,219
5,3175.0,26
9,2928.0,244
9,3125.0,2
7,2420.0,127
4,3920.0,581
8,820.0,36
8,4759.0,22
7,463.0,11
7,1024.0,3
8,2511.0,76
12,2297.0,64
5,2762.0,129
4,1700.0,6
10,2580.0,83
7,3605.0,49
5,4959.0,243
8,6768.0,389
6,0.0,33
14,0.0,16
5,5010.0,188
9,4365.0,128
7,3984.0,8
13,2438.0,22
13,658.0,6
4,0.0,79
4,0.0,52
6,4420.0,293
4,6111.0,563
7,3136.0,9
8,4797.0,204
4,4123.0,306
7,4704.0,112
7,0.0,86
7,2122.0,271
7,2679.0,81
6,1680.0,234
3,3820.0,234
6,0.0,170
2,0.0,2
6,0.0,14
7,790.0,1
12,5130.0,296
5,1654.0,17
9,5032.0,48
5,0.0,112
8,1024.0,34
15,0.0,2
6,0.0,65
8,5108.0,151
7,0.0,15
10,3542.0,36
12,4657.0,331
4,0.0,218
8,4508.0,17
5,3401.0,350
5,4370.0,222
5,4065.0,141
4,0.0,31
6,4832.0,343
4,6016.0,512
10,1920.0,74
6,5028.0,252
13,2258.0,4
4,2310.0,140
7,5879.0,396
6,0.0,23
5,3212.0,187
5,2975.0,351
5,525.0,18
6,0.0,47
6,5335.0,292
6,5755.0,523
8,2005.0,105
3,2310.0,162
5,5010.0,447
7,1831.0,44
8,2380.0,37
9,1180.0,11
7,1644.0,2
8,4174.0,210
4,1536.0,190
7,0.0,83
6,0.0,128
7,3020.0,29
8,4359.0,103
5,0.0,134
6,0.0,51
7,1400.0,189
8,3798.0,226
8,5753.0,271
8,3816.0,313
5,2231.0,48
7,4996.0,356
3,0.0,39
11,4928.0,34
4,3013.0,59
8,5057.0,66
9,1500.0,40
5,0.0,293
14,660.0,61
5,4190.0,473
6,3110.0,101
8,3430.0,86
9,2053.0,208
4,1450.0,114
6,684.0,103
4,2275.0,106
7,4141.0,94
9,0.0,66
4,548.0,108
5,5416.0,522
9,4638.0,248
7,0.0,70
8,4767.0,258
10,2125.0,8
5,5616.0,381
5,0.0,109
3,2550.0,2
13,1937.0,22
7,3249.0,38
7,3653.0,35
5,5630.0,594
5,1910.0,27
8,2207.0,322
9,2795.0,24
8,3036.0,105
5,1143.0,83
7,2467.0,41
9,5106.0,325
8,2750.0,42
8,1898.0,127
7,512.0,20
6,3548.0,141
10,4250.0,112
7,3268.0,493
5,1064.0,7
6,912.0,205
6,2050.0,194
10,2275.0,135
2,5040.0,583
6,579.0,228
9,3567.0,122
9,4707.0,2
7,0.0,33
5,5565.0,571
10,1915.0,113
10,2508.0,8
3,5084.0,472
8,0.0,117
9,2330.0,34
15,1040.0,24
12,0.0,141
6,0.0,112
8,1397.0,81
7,2480.0,270
4,4676.0,417
5,4585.0,416
7,0.0,147
6,1943.0,248
6,4338.0,230
6,0.0,113
8,1024.0,42
8,2200.0,351
8,2055.0,156
4,3306.0,620
6,3545.0,192
6,0.0,279
7,0.0,9
5,5275.0,172
10,3684.0,73
8,4365.0,164
3,5755.0,423
8,4734.0,107
5,1728.0,16
6,5985.0,380
6,0.0,3
7,930.0,192
5,510.0,282
6,4340.0,376
3,2100.0,524
7,1161.0,58
5,950.0,343
6,0.0,6
6,5490.0,231
10,3773.0,20
5,800.0,87
11,2523.0,238
5,0.0,65
4,2069.0,331
4,1928.0,487
6,2101.0,45
9,2697.0,208
9,0.0,13
3,690.0,90
6,5968.0,402
5,4377.0,118
6,1016.0,39
6,6379.0,398
3,0.0,136
10,3673.0,34
8,1003.0,43
7,3880.0,166
5,0.0,18
4,0.0,62
7,5216.0,42
8,3285.0,154
7,4915.0,95
9,756.0,36
7,5514.0,389
7,5514.0,389
10,3513.0,152
7,657.0,150
6,225.0,48
6,3840.0,86
5,6400.0,489
3,6090.0,375
9,4461.0,14
10,6452.0,504
5,576.0,19
9,2639.0,76
7,3260.0,155
10,300.0,37
6,950.0,165
4,0.0,185
7,5650.0,361
3,0.0,147
7,3612.0,71
7,3595.0,229
6,1210.0,45
9,1380.0,34
5,940.0,493
10,930.0,1
4,5696.0,622
4,4229.0,497
8,3291.0,292
9,3819.0,7
7,1140.0,60
8,1222.0,278
4,2888.0,346
7,4056.0,59
9,690.0,7
6,1400.0,158
10,4003.0,123
5,3029.0,358
3,0.0,184
8,1082.0,149
4,5499.0,403
6,0.0,2
6,0.0,4
7,3524.0,260
4,4675.0,57
7,2749.0,291
5,1578.0,211
6,3994.0,131
7,3264.0,141
18,2376.0,23
4,5685.0,84
6,0.0,172
7,5217.0,142
5,3310.0,4
8,1520.0,31
8,0.0,166
10,3267.0,219
11,4945.0,83
6,2432.0,227
16,2578.0,30
8,3913.0,91
4,2272.0,218
9,0.0,67
4,0.0,17
9,3155.0,140
8,1386.0,130
6,2112.0,46
5,4813.0,20
5,0.0,34
4,5006.0,502
8,5546.0,83
8,4019.0,358
4,3955.0,332
13,3981.0,48
11,735.0,123
5,4025.0,204
4,0.0,9
5,0.0,19
9,5081.0,11
8,5250.0,80
7,1911.0,101
3,3000.0,115
9,2422.0,81
6,0.0,103
9,3315.0,101
10,2948.0,342
8,1950.0,134
5,0.0,15
7,4369.0,84
8,2265.0,17
9,6030.0,478
7,5568.0,533
6,3216.0,682
4,3390.0,207
10,3052.0,48
4,5228.0,557
11,6109.0,275
7,7010.0,210
5,0.0,61
5,1658.0,69
6,2790.0,188
8,3911.0,300
10,3506.0,66
8,5119.0,268
7,1600.0,14
15,490.0,27
7,3490.0,502
12,3478.0,148
5,0.0,97
5,1400.0,44
11,0.0,44
10,0.0,19
5,2410.0,173
8,730.0,208
3,3719.0,250
4,4478.0,79
9,2252.0,361
6,2660.0,116
9,6352.0,418
9,3979.0,114
5,0.0,285
5,3945.0,574
5,0.0,32
6,1665.0,49
10,2003.0,25
7,5890.0,124
9,11576.0,39
6,4643.0,136
6,5504.0,257
8,1120.0,123
7,1638.0,488
4,0.0,43
8,2174.0,32
4,690.0,165
5,2001.0,135
6,4333.0,475
9,1488.0,191
9,3448.0,6
8,1350.0,199
10,698.0,21
11,5196.0,286
17,2112.0,12
5,5293.0,424
4,2529.0,14
9,3610.0,258
8,1375.0,71
9,4545.0,159
2,0.0,30
2,5160.0,571
9,4322.0,135
7,4623.0,91
7,4448.0,254
6,4113.0,155
6,6257.0,460
9,2810.0,175
10,3450.0,181
8,3772.0,3
10,5028.0,32
9,692.0,247
6,2283.0,44
5,2148.0,74
5,5610.0,417
11,3446.0,4
5,896.0,459
6,0.0,85
8,1476.0,7
10,276.0,12
4,7440.0,623
9,0.0,98
6,3700.0,224
8,2279.0,274
6,0.0,113
4,3955.0,324
5,2299.0,35
10,2079.0,57
8,2573.0,18
3,5600.0,682
6,819.0,3
8,1386.0,3
7,1360.0,1
8,0.0,104
8,1380.0,45
5,1323.0,321
5,4877.0,293
10,5388.0,313
8,0.0,100
9,568.0,95
6,3688.0,190
5,5303.0,412
12,4537.0,13
10,0.0,23
9,220.0,24
8,2450.0,4
4,3577.0,195
4,3094.0,346
10,2437.0,97
7,578.0,68
8,4672.0,404
8,4616.0,105
7,3380.0,253
11,1125.0,16
10,2368.0,112
7,2125.0,15
11,2156.0,7
8,2641.0,142
10,6261.0,460
10,1295.0,14
6,4896.0,9
11,565.0,103
6,0.0,76
8,1253.0,152
3,1666.0,47
6,6325.0,402
3,5750.0,473
3,7303.0,523
3,1685.0,231
9,983.0,4
5,2026.0,201
6,1660.0,212
6,5192.0,382
4,5912.0,378
5,0.0,26
6,2692.0,199
4,3104.0,66
9,4870.0,528
6,0.0,36
9,2154.0,25
7,4281.0,118
4,0.0,62
4,0.0,75
3,5610.0,384
4,0.0,143
9,2608.0,60
8,3819.0,274
4,6180.0,619
7,2660.0,197
6,3524.0,107
5,3260.0,315
3,1185.0,484
17,8885.0,341
5,1010.0,157
12,4007.0,44
4,838.0,44
7,2951.0,29
8,564.0,38
7,4461.0,230
4,0.0,257
6,2080.0,5
8,3468.0,261
7,960.0,137
6,776.0,25
6,1344.0,2
3,5343.0,580
3,5720.0,613
10,4260.0,327
6,3040.0,109
8,693.0,38
7,0.0,34
5,0.0,4
15,1814.0,89
6,3856.0,99
5,3020.0,246
7,1994.0,192
13,2316.0,1
8,4312.0,218
6,5199.0,14
8,3962.0,179
7,864.0,8
9,1634.0,72
13,986.0,4
10,5828.0,104
10,3069.0,11
4,3550.0,114
18,3721.0,37
4,651.0,49
7,5393.0,289
11,7180.0,232
4,3695.0,43
7,5158.0,184
7,4684.0,35
7,4564.0,40
5,7440.0,219
5,0.0,116
4,0.0,68
6,0.0,10
16,3278.0,93
6,0.0,105
9,5587.0,291
9,3446.0,105
4,1960.0,19
6,5570.0,388
5,3897.0,580
4,2560.0,308
13,3396.0,106
6,5142.0,128
6,3706.0,248
4,2210.0,187
4,5850.0,438
13,2820.0,8
8,2760.0,34
6,2819.0,309
6,0.0,5
9,2800.0,92
3,5166.0,604
4,1542.0,49
6,2429.0,231
7,3190.0,32
14,2106.0,20
8,2270.0,6
8,5272.0,107
9,3073.0,197
8,3192.0,74
5,2350.0,30
6,0.0,331
9,4036.0,177
3,1900.0,83
10,3363.0,26
8,2629.0,14
7,1200.0,3
6,1260.0,81
4,2057.0,33
4,5116.0,416
7,4690.0,366
7,4357.0,1
5,3198.0,259
6,0.0,18
5,2296.0,213
2,0.0,52
4,4255.0,340
10,1888.0,4
6,3938.0,214
4,513.0,185
3,765.0,32
8,3586.0,74
6,4046.0,105
10,2667.0,13
4,5860.0,652
5,0.0,25
8,0.0,138
10,2916.0,62
7,1311.0,311
9,3812.0,272
6,5990.0,652
5,3856.0,186
7,2320.0,44
9,1640.0,40
9,5639.0,65
3,0.0,332
6,0.0,63
7,2560.0,77
13,3771.0,33
4,2430.0,216
4,3266.0,172
5,2276.0,93
8,5073.0,50
6,1415.0,18
4,5146.0,328
5,3133.0,338
11,2818.0,19
3,0.0,155
8,2585.0,143
7,1210.0,17
4,6950.0,379
8,3840.0,229
7,6275.0,444
10,4481.0,67
8,1404.0,6
5,2129.0,258
6,0.0,193
5,680.0,68
10,2745.0,22
10,4132.0,40
10,1831.0,37
4,0.0,343
10,1441.0,31
2,0.0,83
5,1016.0,48
4,5347.0,601
8,1700.0,179
5,1300.0,30
10,0.0,81
8,1672.0,8
4,2306.0,232
8,2302.0,7
7,1632.0,14
4,6120.0,446
5,0.0,200
7,525.0,2
4,5804.0,410
6,3160.0,32
6,4856.0,151
2,2400.0,254
8,5209.0,262
8,4003.0,228
6,1556.0,25
8,3591.0,153
8,5860.0,458
6,2246.0,29
5,4900.0,256
4,0.0,198
6,2448.0,65
7,1205.0,86
4,1415.0,32
8,3929.0,81
16,4858.0,258
8,3605.0,1
6,3696.0,153
4,3390.0,92
6,0.0,170
7,5350.0,12
9,2841.0,196
4,6253.0,354
9,2426.0,21
2,5676.0,663
7,0.0,84
3,3615.0,138
10,1377.0,85
2,0.0,205
13,1260.0,169
5,1001.0,24
12,2149.0,7
8,3700.0,286
4,3612.0,216
5,2063.0,244
11,2858.0,12
5,3983.0,150
4,4450.0,213
5,5624.0,694
10,3208.0,61
8,3252.0,45
6,950.0,24
16,4470.0,265
10,2917.0,74
11,3325.0,197
5,5753.0,377
4,4542.0,534
4,4542.0,514
3,5310.0,551
5,2010.0,125
4,5627.0,592
6,0.0,27
7,4982.0,409
3,4420.0,365
5,575.0,7
2,0.0,18
6,4476.0,197
7,824.0,13
6,3591.0,66
7,3863.0,272
5,5309.0,487
9,512.0,3
3,4572.0,102
4,2343.0,177
6,0.0,2
14,640.0,7
